date,mels_S,lig_S,mels_N,hvac_N,hvac_S,occ_third_south,occ_fourth_south,zone_temp_avg,air_temp_set_1,air_temp_set_2,dew_point_temperature_set_1d,relative_humidity_set_1,solar_radiation_set_1,rtu_sa_temp_avg,rtu_oa_damper_avg,rtu_ma_temp_avg,rtu_econ_sp_avg,hour_of_day,day_of_week,is_weekend,is_business_hours,total_kw,hvac_kw,hvac_share,total_occ,kw_per_occupant,outdoor_temp_f,indoor_temp_f,fault_econ_stuck_open,fault_econ_stuck_closed,expected_ma_temp_f,ma_temp_deviation,fault_ma_sensor_mismatch,any_economizer_fault,econ_setpoint_deviation_f
2018-01-02 04:00:00,1.0625000075,0.200000003,7.218750149,38.1725,21.62500019,,,,13.985,14.254999999999999,3.025,47.8725,0.07250000000000001,66.97625,36.788333333333334,65.66499999999999,68.0,4,1,0,0,68.2787503495,59.79750019,0.8757849240636826,,,57.173,,False,False,,,False,False,-10.826999999999998
2018-01-02 05:00:00,1.212500006,0.200000003,6.824999869,38.3700008425,20.375,,,,13.4775,13.725,3.245,50.2825,0.0625,66.76916666666668,35.5875,65.46708333333333,68.0,5,1,0,0,66.9825007205,58.7450008425,0.877020120338999,,,56.259499999999996,,False,False,,,False,False,-11.740500000000004
2018-01-02 06:00:00,1.1500000209999999,0.200000003,6.93749988075,37.8000005725,22.522499715,,,,12.875,13.055,4.0325,55.22,0.0475,66.795,32.5625,65.435,68.0,6,1,0,0,68.61000019225,60.32250028749999,0.8792085719060216,,,55.175,,False,False,,,False,False,-12.825000000000003
2018-01-02 07:00:00,1.150000006,0.200000003,5.9249999525,37.4200006125,26.322500192499998,,,,12.8775,13.1075,3.3975,52.8875,0.0125,66.68875,32.15,65.3825,68.0,7,1,0,0,71.01750076649999,63.74250080499999,0.8975604620976506,,,55.1795,,False,False,,,False,False,-12.820500000000003
2018-01-02 08:00:00,1.0375000165000001,0.97499999225,5.42499998225,37.4250005725,21.89750038,,,,13.5775,13.92,2.6725,48.019999999999996,0.0575,66.88458333333332,32.15,65.5325,68.0,8,1,0,1,66.7600009435,59.32250095249999,0.8885934708524873,,,56.4395,,False,False,,,False,False,-11.560499999999998
2018-01-02 09:00:00,1.237499997,1.0374999864999999,6.83749997625,37.4225006125,19.5424995425,,,,13.5175,13.8125,2.665,48.14,0.05,66.86125,32.15,65.49416666666667,68.0,9,1,0,1,66.07750011475,56.965000155,0.8620937543955922,,,56.3315,,False,False,,,False,False,-11.668500000000002
2018-01-02 10:00:00,1.237500012,1.199999971,7.362500012,37.82500038,20.1699999425,,,,13.1525,13.47,2.17,47.7425,0.042499999999999996,66.85333333333332,31.719166666666666,65.45,68.0,10,1,0,1,67.7950003175,57.9950003225,0.8554465676066925,,,55.6745,,False,False,,,False,False,-12.325499999999998
2018-01-02 11:00:00,1.150000006,0.125000002,7.147499859,37.79,21.95,,,,13.0625,13.265,2.5025,49.31,0.0425,66.80041666666666,30.5,65.37125,68.0,11,1,0,1,68.162499867,59.739999999999995,0.876434991623926,,,55.5125,,False,False,,,False,False,-12.487499999999997
2018-01-02 12:00:00,1.199999988,0.49999999625,9.42500007125,37.62250023,20.02500038,,,,12.11,12.2925,4.205,59.15,0.015,66.64916666666667,30.5,65.27291666666666,68.0,12,1,0,1,68.7725006655,57.64750061,0.8382347602916103,,,53.798,,False,False,,,False,False,-14.201999999999998
2018-01-02 13:00:00,0.9500000179999999,0.97499998275,8.64999985725,56.0999996175,19.6974998475,,,,13.467500000000001,13.725,0.87,42.5825,0.0225,66.81791666666666,31.655833333333334,65.46,68.0,13,1,0,1,86.372499323,75.797499465,0.8775651979404514,,,56.2415,,False,False,,,False,False,-11.758499999999998
2018-01-02 14:00:00,1.8999999765,3.349999905,8.700000286,51.022499275,19.6724999425,,,,13.084999999999999,13.4325,0.7324999999999999,43.2525,0.06,66.93083333333333,32.4375,65.57791666666665,68.0,14,1,0,1,84.644999385,70.6949992175,0.835194042544088,,,55.553,,False,False,,,False,False,-12.447000000000003
2018-01-02 15:00:00,2.38749995875,3.900000095,8.65000009525,42.4,23.549999905,,,,14.4,14.74,-0.8175,35.3875,1.8399999999999999,67.27791666666667,33.207499999999996,65.855,68.0,15,1,0,1,80.887500054,65.949999905,0.8153299318309032,,,57.92,,False,False,,,False,False,-10.079999999999998
2018-01-02 16:00:00,3.933750093,3.87500005925,10.033749938,56.44999981,27.0249996175,,,,13.3775,13.725000000000001,0.855,42.832499999999996,28.5175,67.33916666666667,32.76166666666667,65.98041666666666,68.0,16,1,0,1,101.31749951775,83.4749994275,0.8238951792614647,,,56.079499999999996,,False,False,,,False,False,-11.920500000000004
2018-01-02 17:00:00,6.89999997625,3.7225001457499998,18.3500001425,49.4225,27.7975,,,,13.2025,13.415,2.11,47.675,94.7425,67.36375,34.314166666666665,66.03,68.0,17,1,0,1,106.1925002645,77.22,0.7271699960700005,,,55.7645,,False,False,,,False,False,-12.235500000000002
2018-01-02 18:00:00,8.05000019075,4.1700000765,23.375,47.8000003825,28.2999996175,,,,12.865,12.9325,3.8275,54.620000000000005,202.72500000000002,67.59875,35.8825,66.34416666666667,68.0,18,1,0,1,111.69500026725001,76.1,0.6813196635294088,,,55.157,,False,False,,,False,False,-12.843000000000004
2018-01-02 19:00:00,7.99749994275,4.1974999905,23.5,50.525,22.8,,,,13.11,12.9775,5.14,58.735,239.6,67.83083333333333,38.593333333333334,66.60291666666666,68.0,19,1,0,0,109.01999993324999,73.325,0.6725830127031271,,,55.598,,False,False,,,False,False,-12.402000000000001
2018-01-02 20:00:00,7.299999952,3.64999985675,24.375,39.572500382499996,39.9724996175,,,,13.600000000000001,13.48,5.862500000000001,59.805,148.7,67.86708333333334,38.895833333333336,66.67541666666666,68.0,20,1,0,0,114.86999980875001,79.54499999999999,0.6924784550573386,,,56.480000000000004,,False,False,,,False,False,-11.519999999999996
2018-01-02 21:00:00,7.04999995225,4.617500067,20.80000019,50.2000005725,21.12500019,,,,14.54,14.5075,4.2825,50.6,140.125,68.09291666666667,39.37166666666667,66.91,68.0,21,1,0,0,103.79250097175,71.3250007625,0.687188381575978,,,58.172,,False,False,,,False,False,-9.828000000000003
2018-01-02 22:00:00,7.18750000025,4.686249852,16.22500038,44.1750003825,31.9499995225,,,,14.6575,14.65,4.495,50.9825,85.9725,68.20833333333333,39.81333333333333,66.98208333333332,68.0,22,1,0,0,104.22375013725,76.12499990500001,0.7303997390686159,,,58.383500000000005,,False,False,,,False,False,-9.616499999999995
2018-01-02 23:00:00,6.5749999285000005,4.699999809,13.337500215,49.15,18.85,,,,14.5825,14.665000000000001,5.125,53.4075,69.87,68.1734057646356,41.85416666666667,66.83756287359756,67.53553137558333,23,1,0,0,92.6124999525,68.0,0.7342421383169281,,,58.2485,,False,False,,,False,False,-9.287031375583332
